序号,开奖日期,期号,红球1,红球2,红球3,红球4,红球5,红球6,蓝球,销售额,一等奖注数,一等奖奖金（元）,二等奖注数,二等奖奖金（元）,奖池（元）
303,2009/12/20,2009149,1,3,16,18,22,29,4,260445758,5,8942051,64,344771,140238365
304,2009/12/22,2009150,4,6,7,16,19,20,4,240949072,2,12500000,68,364290,178039060
305,2009/12/24,2009151,6,8,10,16,25,30,14,242662946,5,8618552,212,92637,185770965
306,2009/12/27,2009152,3,4,19,21,27,28,5,262814730,6,7609404,96,166506,182412036
307,2009/12/29,2009153,6,7,8,20,21,25,10,238623826,9,6910151,277,66018,167890446
308,2009/12/31,2009154,1,7,12,14,18,25,16,250550710,4,10286648,91,266152,188256928
309,2010/1/3,2010001,7,17,18,27,29,32,13,260561792,7,7777040,95,227988,189355152
310,2010/1/5,2010002,3,6,7,23,30,33,13,230644990,2,12500000,47,504191,224648194
311,2010/1/7,2010003,14,22,26,27,28,31,4,236297494,3,11666666,66,341210,247194639
312,2010/1/10,2010004,1,12,13,16,23,28,7,262213890,4,8947527,53,305380,254169908
313,2010/1/12,2010005,3,5,6,8,17,18,14,239722776,7,7631341,105,191705,252718396
314,2010/1/14,2010006,3,5,7,13,14,18,5,245619296,10,6586154,94,173322,229872250
315,2010/1/17,2010007,14,22,27,28,30,33,14,273993220,3,10000000,111,272829,270535038
316,2010/1/19,2010008,5,7,13,15,18,30,14,244041538,3,10000000,61,439347,303068871
317,2010/1/21,2010009,1,9,13,21,24,32,6,243000026,10,6064506,109,146491,279681540
318,2010/1/24,2010010,7,8,12,15,22,26,8,268314736,19,5000000,119,6000,184681539
319,2010/1/26,2010011,7,8,14,22,24,30,7,241790928,2,10000000,53,358125,208969710
320,2010/1/28,2010012,2,8,13,14,25,33,10,242397004,11,6160856,129,148481,185893268
321,2010/1/31,2010013,1,2,3,16,18,23,12,263984534,25,5454472,171,99664,89297775
322,2010/2/2,2010014,1,3,7,14,26,28,2,225210868,3,5000000,86,211634,116765796
323,2010/2/4,2010015,1,4,16,21,23,28,6,228269280,0,0,77,264935,164365828
324,2010/2/7,2010016,2,8,10,12,30,33,16,254137478,8,6748009,83,252724,159326008
325,2010/2/9,2010017,1,3,6,11,12,23,11,221450104,9,5795697,52,206575,132229206
326,2010/2/11,2010018,11,28,29,30,32,33,2,229188092,3,10000000,88,264090,156455688
327,2010/2/21,2010019,2,10,22,24,26,27,6,234815252,2,10000000,68,289063,182320448
328,2010/2/23,2010020,5,6,14,22,24,26,9,215066270,20,5256329,40,192247,95136920
329,2010/2/25,2010021,2,9,16,17,19,25,4,217152080,5,5000000,81,193059,106625245
330,2010/2/28,2010022,1,2,18,29,31,32,2,245991044,4,8889822,76,307091,125523464
331,2010/3/2,2010023,2,9,11,22,24,27,11,220109148,7,6672242,67,262067,119787710
332,2010/3/4,2010024,7,16,26,27,29,31,14,224928938,4,7968284,58,307063,129470556
333,2010/3/7,2010025,4,5,7,10,13,25,11,248648212,7,7212487,107,217113,133189084
334,2010/3/9,2010026,2,4,5,8,19,22,12,220382336,3,9333700,65,300025,150691839
335,2010/3/11,2010027,3,4,15,25,26,30,13,234693930,7,6670788,141,124420,144930639
336,2010/3/14,2010028,1,3,6,12,16,32,12,256691698,2,10000000,149,171010,184385240
337,2010/3/16,2010029,1,5,14,16,17,22,3,236373590,8,5814767,57,171530,160680592
338,2010/3/18,2010030,3,6,10,16,25,31,5,239533728,4,7131891,114,112204,161999500
339,2010/3/21,2010031,5,7,13,24,25,28,4,267151062,12,5992687,202,88457,131780112
340,2010/3/23,2010032,8,18,21,28,29,33,8,236489598,35,3918553,193,11922,30000000
341,2010/3/25,2010033,8,10,11,12,25,29,9,224347302,14,4049593,85,134593,30000000
342,2010/3/28,2010034,6,11,13,22,25,32,12,252670562,3,5000000,106,199583,64363617
343,2010/3/30,2010035,9,10,11,18,19,21,10,228911294,10,5000000,78,168141,44965300
344,2010/4/1,2010036,6,13,14,28,29,30,8,229557916,10,5000000,157,111545,35828200
345,2010/4/4,2010037,3,16,19,21,24,26,6,247240280,1,5000000,35,469441,69165892
346,2010/4/6,2010038,1,6,7,11,13,16,1,226161590,9,5000000,47,337438,61171668
347,2010/4/8,2010039,8,17,21,23,25,32,12,226833664,1,5000000,49,452518,107909662
348,2010/4/11,2010040,12,19,24,25,30,32,11,257165686,5,7223074,73,228398,110698090
349,2010/4/13,2010041,3,5,13,19,25,29,12,232591320,6,7371377,170,125543,116268750
350,2010/4/15,2010042,3,6,11,20,31,32,10,231323160,7,6778234,92,202950,112387849
351,2010/4/18,2010043,4,10,19,22,28,33,4,265889144,4,8592437,139,155069,128312224
352,2010/4/20,2010044,3,9,21,23,27,31,5,237978418,15,5614558,125,110620,76358160
353,2010/4/22,2010045,2,3,4,13,20,29,1,235205392,11,5000000,130,168873,72583137
354,2010/4/25,2010046,11,12,21,23,27,32,5,257876882,2,5000000,66,390865,122776494
355,2010/4/27,2010047,3,10,13,20,21,32,15,230736816,4,7493402,83,180245,127710520
356,2010/4/29,2010048,1,6,8,10,23,33,2,227901710,3,9219875,100,189894,144359586
357,2010/5/2,2010049,1,6,10,26,27,28,2,238207928,2,10000000,54,382909,172606158
358,2010/5/4,2010050,7,21,22,26,28,30,11,217484954,2,10000000,61,247476,187830266
359,2010/5/6,2010051,4,17,23,27,28,32,3,229638378,9,6277878,42,410746,171582525
360,2010/5/9,2010052,1,2,19,23,27,29,10,254114154,4,8567740,39,548883,187259932
361,2010/5/11,2010053,3,22,24,27,28,30,14,233188676,3,9027621,48,377589,202467090
362,2010/5/13,2010054,1,6,8,12,14,25,6,240532550,6,6853284,76,219467,200266356
363,2010/5/16,2010055,2,3,13,19,20,23,8,265950816,10,5671204,92,109435,167046450
364,2010/5/18,2010056,1,2,3,8,13,32,7,243521976,5,5165998,28,44463,144121435
365,2010/5/20,2010057,5,11,12,19,25,32,5,241998022,18,5563147,286,53164,79463070
366,2010/5/23,2010058,1,4,11,17,19,29,12,258079782,3,5000000,68,208588,97559109
367,2010/5/25,2010059,1,9,11,12,18,30,10,232718404,3,5000000,51,234366,110448675
368,2010/5/27,2010060,1,8,15,18,22,27,9,239669684,5,6356897,77,132165,102409895
369,2010/5/30,2010061,2,4,16,19,22,26,12,261848018,4,8973590,55,433482,122145796
370,2010/6/1,2010062,11,13,15,20,31,33,3,235535320,1,10000000,42,426010,153894811
371,2010/6/3,2010063,2,6,10,17,23,24,3,236083458,6,7472177,110,202269,160977474
372,2010/6/6,2010064,8,14,25,26,30,31,11,259371022,8,6189007,73,195453,144757616
373,2010/6/8,2010065,2,7,8,17,30,32,12,234372332,4,8173982,59,322777,156497436
374,2010/6/10,2010066,1,3,21,22,31,32,7,237425002,2,10000000,100,178320,178105520
375,2010/6/13,2010067,1,7,10,14,21,25,1,258825118,2,10000000,109,206067,210515402
376,2010/6/15,2010068,3,13,18,20,23,28,13,215863382,13,5520849,176,57707,162443021
377,2010/6/17,2010069,12,14,20,22,24,32,11,225582108,2,10000000,90,236947,192202020
378,2010/6/20,2010070,8,13,23,27,31,33,7,254342696,6,7609408,117,200723,201343140
379,2010/6/22,2010071,5,13,14,17,20,26,1,232948886,3,10000000,96,244610,226135872
380,2010/6/24,2010072,6,8,22,23,30,31,1,235231488,3,10000000,187,128045,252006552
381,2010/6/27,2010073,1,16,20,23,27,31,2,263364832,3,10000000,29,799430,276101361
382,2010/6/29,2010074,2,10,17,18,19,29,15,236056644,9,6333999,177,101745,261116352
383,2010/7/1,2010075,5,9,12,13,15,22,14,229619238,5,7155502,107,151086,263060130
384,2010/7/4,2010076,1,12,14,29,31,32,15,249655268,2,10000000,63,429638,306216932
385,2010/7/6,2010077,2,8,14,20,21,24,9,233330914,3,8298992,48,309280,315959373
386,2010/7/8,2010078,1,3,9,11,17,23,12,240635560,6,6117079,119,84484,302715558
387,2010/7/11,2010079,8,11,12,14,18,22,2,269970928,4,8911652,112,209552,321832084
388,2010/7/13,2010080,8,10,13,14,16,23,16,241525992,3,7536015,71,160733,325852197
389,2010/7/15,2010081,2,3,9,24,26,27,5,242647146,3,8487219,68,230771,337006341
390,2010/7/18,2010082,1,8,13,14,27,31,2,266766152,7,7290600,226,106421,342091855
391,2010/7/20,2010083,2,20,21,22,23,31,12,239182242,3,9608061,41,505762,361652319
392,2010/7/22,2010084,2,10,14,18,20,30,3,243838210,5,7534175,57,333444,368329515
393,2010/7/25,2010085,1,8,12,13,24,27,8,275602494,25,5240937,518,17442,258388125
394,2010/7/27,2010086,5,21,28,29,30,31,8,243138962,1,10000000,42,521690,299513812
395,2010/7/29,2010087,1,8,16,17,25,30,10,235879868,9,6047398,107,132148,278080281
396,2010/8/1,2010088,5,6,15,23,27,30,12,264168238,14,5665586,100,139773,231375816
397,2010/8/3,2010089,7,8,9,16,23,26,1,239719796,8,6737515,110,189547,226126120
398,2010/8/5,2010090,1,6,10,15,25,31,14,232731512,3,9127741,198,93812,242084181
399,2010/8/8,2010091,6,13,16,20,22,24,16,266211592,10,6604879,77,312638,232206160
400,2010/8/10,2010092,3,13,19,27,28,30,2,235395046,55,5059590,161,122638,30000000
401,2010/8/12,2010093,9,10,19,28,32,33,6,214376608,11,5000000,115,96323,30846725
402,2010/8/15,2010094,3,5,7,27,31,32,10,250015372,10,5000000,63,325937,28759580
403,2010/8/17,2010095,9,11,16,17,25,27,14,226093634,4,5000000,65,287312,52335356
404,2010/8/19,2010096,7,12,21,23,24,28,3,235984000,16,5000000,97,162426,39097968
405,2010/8/22,2010097,10,16,18,21,24,26,1,263433286,1,5000000,61,447735,97825621
406,2010/8/24,2010098,1,3,8,16,29,33,7,235404960,6,5000000,63,151361,90075708
407,2010/8/26,2010099,3,4,17,24,27,30,6,240688192,2,5000000,220,87599,125043492
408,2010/8/29,2010100,1,6,12,22,23,26,8,271091664,13,5556707,110,98689,78136487
409,2010/8/31,2010101,4,9,18,21,25,26,6,245688390,5,5000000,93,260370,109636800
410,2010/9/2,2010102,4,11,16,20,22,29,10,243505778,4,7821835,61,277557,117855152
411,2010/9/5,2010103,6,9,14,17,20,33,9,278768450,7,6263648,81,163806,104968990
412,2010/9/7,2010104,7,17,23,24,27,32,2,248944388,11,6337176,90,245149,86741347
413,2010/9/9,2010105,1,8,9,19,21,31,11,244881210,24,3821830,199,10730,30000000
414,2010/9/12,2010106,2,6,8,15,26,29,16,263785876,5,5000000,141,157220,56725410
415,2010/9/14,2010107,8,12,15,17,22,33,16,237514142,1,5000000,39,675424,113189084
416,2010/9/16,2010108,2,4,8,20,23,24,7,240681452,2,10000000,36,537525,138341254
417,2010/9/19,2010109,4,15,18,25,29,32,15,270100048,10,6609946,80,301864,128589910
418,2010/9/21,2010110,1,3,12,24,26,27,1,230609584,13,6109055,74,292251,99634210
419,2010/9/23,2010111,4,7,8,13,17,18,10,223004690,0,0,58,316937,142526411
420,2010/9/26,2010112,1,8,18,24,29,30,16,276435492,1,10000000,124,233013,199944920
421,2010/9/28,2010113,5,10,15,18,20,28,10,245484314,3,9840811,256,85092,221251005
422,2010/9/30,2010114,1,8,11,15,17,25,1,249642432,6,7655762,63,379394,231087438
423,2010/10/3,2010115,1,22,24,25,29,33,15,254889502,0,0,55,472154,291680631
424,2010/10/5,2010116,5,9,10,20,22,26,7,236885436,54,5160604,113,115123,43362216
425,2010/10/7,2010117,1,8,20,22,24,28,1,232007386,9,5000000,92,209822,43404219
426,2010/10/10,2010118,5,8,11,13,15,25,5,278863970,14,5000000,126,146226,46394658
427,2010/10/12,2010119,7,17,25,27,30,31,9,260972766,19,4556886,165,91392,30000000
428,2010/10/14,2010120,1,2,5,6,10,29,16,260841502,3,6666666,41,638668,76099293
429,2010/10/17,2010121,8,11,13,18,25,30,15,288389490,2,7500000,116,213340,123843444
430,2010/10/19,2010122,2,9,12,16,25,27,6,270548316,4,9452052,113,170020,135863964
431,2010/10/21,2010123,6,12,15,18,29,32,10,278792718,13,6045656,109,118259,92347814
432,2010/10/24,2010124,2,6,8,11,12,25,2,303307488,12,5416666,192,120496,86330028
433,2010/10/26,2010125,6,7,13,23,28,29,9,266084300,5,6000000,146,123255,103319060
434,2010/10/28,2010126,3,13,18,20,27,28,5,272220524,7,7634455,108,186683,101922030
435,2010/10/31,2010127,1,4,8,17,25,33,1,308473622,58,1965524,385,7879,30000000
436,2010/11/2,2010128,4,11,19,20,24,28,12,264631266,19,3960319,132,130669,30000000
437,2010/11/4,2010129,4,8,14,25,28,32,16,263068470,0,0,100,242750,86641823
438,2010/11/7,2010130,1,2,7,15,21,31,16,301606730,1,10000000,97,319244,153897490
439,2010/11/9,2010131,5,6,15,16,19,26,6,275057550,12,6773623,185,91487,122106216
440,2010/11/11,2010132,2,10,12,18,24,33,15,277931070,5,9409521,75,340952,139725230
441,2010/11/14,2010133,3,9,17,21,26,32,1,302743538,9,7167515,320,68004,130994343
442,2010/11/16,2010134,9,15,16,22,27,28,6,274898772,6,8737757,105,248950,144560712
443,2010/11/18,2010135,4,10,13,25,26,30,10,279317018,23,5297997,221,12583,34195595
444,2010/11/21,2010136,4,10,23,24,26,33,10,305525370,1,10000000,62,532393,106215220
445,2010/11/23,2010137,7,9,10,13,19,33,6,275941138,2,12500000,89,278245,143997526
446,2010/11/25,2010138,1,21,23,24,26,30,5,280036566,0,0,34,758379,204162271
447,2010/11/28,2010139,11,13,18,20,26,31,9,319407618,4,9962095,121,122087,208783224
448,2010/11/30,2010140,1,12,13,18,26,29,15,296121968,4,10996134,51,558368,236244572
449,2010/12/2,2010141,2,3,7,18,23,27,6,297319014,6,8326377,177,126764,243640236
450,2010/12/5,2010142,2,16,18,23,26,27,10,330364770,4,8627723,78,182901,247417472
451,2010/12/7,2010143,9,16,18,26,30,31,14,298251128,3,11666666,54,469096,276523611
452,2010/12/9,2010144,2,3,8,15,19,21,11,301323048,4,9853292,77,280776,292556540
453,2010/12/12,2010145,3,21,24,27,28,31,8,326191770,2,12500000,71,288304,320318914
454,2010/12/14,2010146,1,17,18,22,25,32,1,300076660,5,9246109,174,139918,335895280
455,2010/12/16,2010147,2,8,15,18,24,30,3,295337382,15,6220672,342,58377,294170505
456,2010/12/19,2010148,1,3,7,18,23,27,12,338741658,36,5348781,1162,9754,133060932
457,2010/12/21,2010149,2,7,8,16,25,30,9,300479738,25,5644091,210,79302,35816650
458,2010/12/23,2010150,2,17,18,23,29,30,6,287200078,12,5416666,104,135559,38712480
459,2010/12/26,2010151,2,13,14,17,19,26,14,315507700,6,5833333,99,329655,84862932
460,2010/12/28,2010152,4,9,17,21,25,31,1,283747722,11,5454545,244,104789,89523115
461,2010/12/30,2010153,3,6,12,19,30,31,13,287732956,15,5333333,124,166902,62813580
462,2011/1/2,2011001,3,9,20,24,26,32,10,290720992,9,5555555,76,215612,56048886
463,2011/1/4,2011002,6,8,12,17,28,33,5,270533954,7,5714285,102,188201,65840887
464,2011/1/6,2011003,13,14,21,22,23,27,4,272943652,14,5060062,50,6000,30000000
465,2011/1/9,2011004,4,6,8,10,13,26,5,283728968,2,7500000,119,213471,79273990
466,2011/1/11,2011005,6,9,12,14,20,22,13,258389670,1,10000000,109,225893,131726338
467,2011/1/13,2011006,1,3,5,13,16,18,5,265273552,2,10000000,95,280087,173812378
468,2011/1/16,2011007,1,9,17,24,26,31,5,292948810,6,8274578,96,306991,192931056
469,2011/1/18,2011008,10,12,13,17,24,31,15,259069374,3,10000000,50,508546,222261453
470,2011/1/20,2011009,17,18,23,24,25,26,4,264626108,3,9130252,90,206512,238238346
471,2011/1/23,2011010,1,4,5,9,15,19,13,286472328,9,6680151,118,192220,231041745
472,2011/1/25,2011011,1,12,18,19,21,24,10,255418250,10,5829648,73,170475,201782950
473,2011/1/27,2011012,7,8,11,13,15,26,13,260393668,4,9366150,124,211265,225444452
474,2011/1/30,2011013,1,3,13,16,21,22,8,288823754,8,6495969,41,437844,215363832
475,2011/2/1,2011014,5,7,10,11,23,26,16,264496608,7,7010883,156,135347,215554297
476,2011/2/10,2011015,3,6,13,26,27,29,7,254777566,9,5803866,110,98656,188641296
477,2011/2/13,2011016,3,4,16,17,22,29,13,282026694,5,8474497,107,243539,207072515
478,2011/2/15,2011017,2,6,15,23,26,33,8,258279824,2,10000000,141,116332,225345842
479,2011/2/17,2011018,13,15,18,28,30,33,1,273159286,7,6956754,98,209652,224589050
480,2011/2/20,2011019,2,4,12,19,32,33,16,309122016,3,10000000,51,629967,269555166
481,2011/2/22,2011020,12,16,17,19,24,30,5,278341148,5,7997931,51,440872,282029310
482,2011/2/24,2011021,1,2,14,18,25,31,8,287463484,9,6156360,226,69074,263047410
483,2011/2/27,2011022,2,7,14,16,17,21,5,317202954,9,7171073,51,574695,266896557
484,2011/3/1,2011023,2,3,6,21,22,25,5,280592202,3,10000000,71,376757,299312679
485,2011/3/3,2011024,5,7,10,19,26,31,14,293532026,8,7059861,194,127414,300509912
486,2011/3/6,2011025,8,25,26,31,32,33,9,335345846,4,8040679,80,228050,310916704
487,2011/3/8,2011026,7,8,17,19,21,26,12,301792690,10,6029723,296,52181,286659780
488,2011/3/10,2011027,13,18,21,22,25,26,1,304417422,5,8584210,105,256015,306462410
489,2011/3/13,2011028,1,4,5,14,16,17,1,341754088,6,9019020,148,244399,336747720
490,2011/3/15,2011029,1,4,9,10,20,31,7,298361906,7,7001758,98,214474,336778491
491,2011/3/17,2011030,2,9,19,24,25,33,10,304099208,20,5521757,145,107949,262866360
492,2011/3/20,2011031,16,17,24,28,29,32,12,336612714,1,10000000,52,578418,323047830
493,2011/3/22,2011032,3,5,7,13,14,15,15,302968920,13,6071368,230,90833,292867289
494,2011/3/24,2011033,2,8,12,13,19,29,4,307522678,8,6390297,212,78696,280673240
495,2011/3/27,2011034,13,14,17,19,24,31,8,345909126,7,7028354,44,484039,281169434
496,2011/3/29,2011035,13,14,18,20,27,31,2,311694488,3,10000000,96,247614,306634971
497,2011/3/31,2011036,2,11,20,22,24,31,5,315826494,5,7633326,114,173245,314551555
498,2011/4/3,2011037,1,3,4,6,17,25,11,330231608,10,5749002,106,105990,283276620
499,2011/4/5,2011038,2,14,15,19,23,24,12,289140916,3,10000000,92,257225,308494455
500,2011/4/7,2011039,3,7,10,16,24,29,13,311094814,6,7352520,188,112620,313782252
501,2011/4/10,2011040,5,11,14,24,26,28,13,345011574,5,9765244,77,464147,348347810
502,2011/4/12,2011041,4,10,12,13,30,32,13,308500156,3,10000000,93,365678,397699998
503,2011/4/14,2011042,5,13,15,17,19,21,15,321302904,6,8528152,107,296760,420622284
504,2011/4/17,2011043,4,13,14,17,25,31,4,358996258,75,5102262,259,44418,64796400
505,2011/4/19,2011044,3,14,16,26,27,31,9,289688506,9,5000000,144,80571,46868535
506,2011/4/21,2011045,2,16,17,20,26,32,8,296409720,13,5000000,69,293096,30057041
507,2011/4/24,2011046,9,17,18,26,29,30,8,322849314,15,5000000,241,106511,30951895
508,2011/4/26,2011047,4,13,23,25,27,33,14,278338352,3,5000000,78,332883,76536648
509,2011/4/28,2011048,10,14,18,25,26,27,15,280257800,0,0,65,431415,141967976
510,2011/5/1,2011049,1,11,17,18,27,31,14,298097446,2,10000000,188,160377,192320366
511,2011/5/3,2011050,4,5,19,22,28,29,15,276013398,6,7975173,141,189904,206947968
512,2011/5/5,2011051,1,7,11,14,15,16,14,289337386,5,8890877,65,448947,230583935
513,2011/5/8,2011052,4,5,8,19,27,28,8,314222356,9,6421631,201,95482,217570635
514,2011/5/10,2011053,3,6,10,12,22,30,15,282819042,3,10000000,216,128883,252527907
515,2011/5/12,2011054,8,11,16,17,22,33,8,290127160,3,10000000,94,264816,280610991
516,2011/5/15,2011055,8,13,16,17,29,32,16,323409932,4,9104892,95,259256,301659908
517,2011/5/17,2011056,13,16,19,20,23,25,10,294519332,6,7758288,59,420755,313034238
518,2011/5/19,2011057,4,6,20,21,26,33,2,293874448,2,10000000,57,496468,359064498
519,2011/5/22,2011058,7,18,22,30,32,33,6,321880622,8,6359405,83,196540,346252616
520,2011/5/24,2011059,24,26,27,29,31,33,16,297661236,6,8536118,92,345924,369294390
521,2011/5/26,2011060,10,11,13,21,27,31,1,294946664,4,8731087,81,276376,386605260
522,2011/5/29,2011061,2,3,8,13,19,21,3,329490066,20,5353158,116,91334,304263180
523,2011/5/31,2011062,4,8,9,10,29,30,3,292576106,12,6304967,162,144996,283412196
524,2011/6/2,2011063,4,6,13,15,18,19,5,286784814,7,6522591,60,266453,275057552
525,2011/6/5,2011064,3,6,7,29,30,33,2,308305132,6,7943823,117,226447,289214904
526,2011/6/7,2011065,4,16,23,25,27,29,3,276483886,1,10000000,59,457220,342158860
527,2011/6/9,2011066,4,6,14,17,30,32,12,284641290,3,9265251,52,369108,359148246
528,2011/6/12,2011067,17,19,20,24,25,27,12,321776484,3,10000000,69,475534,405709326
529,2011/6/14,2011068,3,7,10,15,19,24,10,296012586,6,7432612,148,147929,412198518
530,2011/6/16,2011069,2,13,16,18,24,30,12,308628372,5,8645764,105,260411,432770570
531,2011/6/19,2011070,1,3,5,12,21,28,12,342264942,7,7305934,219,110558,438124428
532,2011/6/21,2011071,1,2,15,22,28,30,2,310534104,3,10000000,57,503040,475028862
533,2011/6/23,2011072,1,6,10,11,18,27,12,313897806,6,8651991,107,307176,499808730
534,2011/6/26,2011073,3,4,5,12,17,21,14,362922526,7,8337482,127,275933,523214664
535,2011/6/28,2011074,2,21,26,28,29,32,1,344333482,6,8431330,29,1064895,544684626
536,2011/6/30,2011075,7,9,10,12,31,32,13,343341640,2,10000000,64,424849,588128854
537,2011/7/3,2011076,6,19,21,26,32,33,13,382839880,1,10000000,96,338515,653956218
538,2011/7/5,2011077,1,7,8,15,26,29,10,366916974,10,6846344,131,211413,650114820
539,2011/7/7,2011078,3,5,13,20,22,29,9,365761038,13,6220044,101,235553,624766272
540,2011/7/10,2011079,3,14,15,16,24,29,5,391447400,5,8972101,81,367787,649417535
541,2011/7/12,2011080,2,7,9,25,31,32,9,348447154,10,7059178,77,401138,650897000
542,2011/7/14,2011081,6,14,19,23,25,32,12,347690264,4,9466253,128,209355,675559532
543,2011/7/17,2011082,7,16,17,20,25,26,4,388800864,16,6165379,179,156252,642174720
544,2011/7/19,2011083,7,16,18,24,28,29,6,346077740,7,7466947,95,272662,650346305
545,2011/7/21,2011084,9,10,12,16,18,32,15,348473896,5,8954854,68,436197,674781990
546,2011/7/24,2011085,3,6,11,21,24,31,10,371696466,10,6706303,221,115812,667439560
547,2011/7/26,2011086,6,7,9,12,17,24,9,334074814,113,5140840,110,217023,142227111
548,2011/7/28,2011087,2,3,4,5,18,28,1,296896504,10,6784021,119,224876,136827640
549,2011/7/31,2011088,3,9,17,20,21,29,4,327675114,8,7293508,154,178714,142697808
550,2011/8/2,2011089,1,2,11,24,29,30,12,299010020,11,6333194,96,229142,124360665
